user_id,transaction_id,current_amount,mean_amount,std_amount,max_amount,min_amount,unique_devices,primary_device_ratio,unique_locations,location_switch_rate,time_diff_mean,time_diff_std,min_time_gap,txn_count,is_fraud
1036,564,630.1,821.9827777777778,134.90801388159682,1066.6,526.38,18,0.05555555555555555,1,0.05555555555555555,41117.529411764706,23900.330853143136,9167.0,18,0
1037,576,10.0,656.040909090909,828.5912999356746,3056.55,10.0,11,0.09090909090909091,1,0.09090909090909091,37461.8,30722.686314839073,4842.0,11,1
1038,596,1434.29,1446.5873684210526,228.38567988388283,1872.05,1036.81,19,0.05263157894736842,1,0.05263157894736842,41626.666666666664,23101.90802917013,10743.0,19,0
1039,615,1415.15,1106.6466666666665,232.83137116806233,1459.57,600.91,18,0.05555555555555555,1,0.05555555555555555,43737.64705882353,19893.050692833593,17187.0,18,0
1040,635,429.25,517.2552631578948,227.54230435407,878.81,83.87,19,0.05263157894736842,5,0.47368421052631576,53041.944444444445,24870.56387513802,12396.0,19,0
1041,651,1473.07,1154.0106666666666,176.46617225271194,1419.73,828.63,15,0.06666666666666667,1,0.06666666666666667,42708.78571428572,21735.781407901763,5469.0,15,0
1042,670,609.13,332.98333333333335,90.57559916835153,464.18,120.87,18,0.05555555555555555,4,0.3888888888888889,41624.35294117647,28380.682518971367,5634.0,18,0
1043,687,1599.26,1767.53625,205.82351144852234,2147.59,1451.09,16,0.0625,1,0.0625,31843.066666666666,22781.539796406167,430.0,16,0
1044,707,665.5,767.9921052631578,195.41269882479054,1122.37,409.6,19,0.05263157894736842,1,0.05263157894736842,36621.055555555555,19602.78709917433,4737.0,19,0
1045,723,10082.03,1344.4666666666667,203.57048237708258,1736.84,1010.63,15,0.06666666666666667,1,0.06666666666666667,27175.428571428572,16959.75699986605,2949.0,15,1
1046,733,628.75,757.9844444444444,232.8607947417894,1081.28,289.85,9,0.1111111111111111,1,0.1111111111111111,19023.25,18358.28498642662,62.0,9,0
1047,752,771.75,1152.3172222222222,218.29065749741468,1475.48,707.0,18,0.05555555555555555,1,0.05555555555555555,43510.705882352944,27080.066930688856,1372.0,18,0
1048,766,1035.55,1278.2376923076927,140.62627363297884,1577.5,1134.27,13,0.07692307692307693,1,0.07692307692307693,47204.5,29084.134461311314,2870.0,13,0
1049,776,704.49,499.6111111111111,249.10153298627273,1005.15,196.66,9,0.1111111111111111,1,0.1111111111111111,47438.875,20968.62106943543,13799.0,9,0
1050,791,2107.22,1936.7757142857142,100.04556751910495,2092.82,1752.12,14,0.07142857142857142,1,0.07142857142857142,38536.307692307695,22218.78303892383,6593.0,14,0
1051,803,2004.65,1680.5945454545456,226.3440302885692,1958.06,1195.12,11,0.09090909090909091,1,0.09090909090909091,39255.0,23924.77704064229,208.0,11,0
1052,821,1726.53,1885.7629411764706,96.08360537604123,2063.24,1705.42,17,0.058823529411764705,1,0.058823529411764705,46401.25,23666.45851974196,13345.0,17,0
1053,836,1755.47,1847.0557142857142,90.19048557310292,2023.07,1710.21,14,0.07142857142857142,1,0.07142857142857142,55747.92307692308,28868.258316767045,2168.0,14,0
1054,850,1125.11,1285.5376923076922,199.0731741995828,1620.67,970.67,13,0.07692307692307693,1,0.07692307692307693,35415.333333333336,28634.669315148007,4371.0,13,0
1055,860,1999.53,1926.1433333333334,198.51314144156802,2148.1,1597.16,9,0.1111111111111111,1,0.1111111111111111,44005.0,33035.49137778078,731.0,9,0
1056,875,360.1,471.2357142857143,165.87597715041318,622.86,40.9,14,0.07142857142857142,1,0.07142857142857142,37709.692307692305,31700.371378961834,976.0,14,0
1057,894,649.67,637.5777777777778,117.75717930183357,907.92,347.56,18,0.05555555555555555,1,0.05555555555555555,51177.0,19851.104062494862,8178.0,18,0
1058,908,607.84,339.0623076923076,194.43236528219978,752.2,10.0,13,0.07692307692307693,1,0.07692307692307693,33404.416666666664,20248.264093758902,12169.0,13,0
1059,926,884.6,847.8858823529412,88.00836196484568,1017.44,675.72,17,0.058823529411764705,1,0.058823529411764705,48779.0,25142.395417567783,4636.0,17,0
1060,937,1264.42,994.3100000000001,258.58933087899135,1475.24,723.7,10,0.1,1,0.1,32915.22222222222,20213.6200047009,8067.0,10,0
1061,949,1207.94,751.7645454545454,201.8305330897006,1123.5,503.64,11,0.09090909090909091,1,0.09090909090909091,51734.1,18967.40935540633,13478.0,11,0
1062,961,2200.33,1800.605454545455,181.3646601388284,2111.3,1516.2,11,0.09090909090909091,1,0.09090909090909091,47530.0,24279.29624186006,12273.0,11,0
1063,981,1222.14,923.3521052631578,127.70771005085305,1089.89,682.89,19,0.05263157894736842,1,0.05263157894736842,41504.11111111111,25803.62473144124,556.0,19,0
1064,1000,909.7,759.1616666666667,251.96660748062254,1201.08,363.91,18,0.05555555555555555,5,0.7777777777777778,51872.82352941176,25495.233871341752,553.0,18,0
1065,1018,1181.09,2502.1947058823534,3569.933442993226,12590.58,1140.6,17,0.058823529411764705,2,0.17647058823529413,52591.3125,22781.75607723206,7104.0,17,1
1066,1035,191.41,483.16999999999996,168.32679810416406,856.8,97.91,16,0.0625,1,0.0625,30427.933333333334,28002.947996509905,629.0,16,0
1067,1052,1681.62,1656.56375,145.28118491968138,2004.35,1429.82,16,0.0625,1,0.0625,32345.4,22124.07726179138,1806.0,16,0
1068,1067,701.2,406.87142857142857,284.13713411382463,1027.07,33.75,14,0.07142857142857142,1,0.07142857142857142,54822.46153846154,24533.83447613854,22036.0,14,0
1069,1077,17399.24,1991.9833333333331,65.25217889082327,2064.91,1880.12,9,0.1111111111111111,1,0.1111111111111111,47718.5,29690.45166860407,8622.0,9,1
1070,1092,1596.81,1602.9228571428573,217.52172593271516,2057.99,1323.1,14,0.07142857142857142,1,0.07142857142857142,38925.53846153846,29380.40207523655,694.0,14,0
1071,1112,1028.45,1278.5563157894735,2016.4169814197394,7859.14,83.88,19,0.05263157894736842,1,0.05263157894736842,44006.666666666664,22928.863484828078,3077.0,19,1
1072,1132,427.11,367.9021052631579,344.71377941350687,1573.76,18.12,19,0.05263157894736842,2,0.15789473684210525,42686.055555555555,27332.9146773892,389.0,19,1
1073,1151,1768.76,2913.0027777777777,5155.174504243062,23567.03,1579.58,18,0.05555555555555555,1,0.05555555555555555,37907.117647058825,21853.722548693946,5299.0,18,1
1074,1163,1300.42,1543.2509090909093,324.1649813121258,1997.56,1069.46,11,0.09090909090909091,1,0.09090909090909091,41412.6,27757.297876014116,6865.0,11,0
1075,1177,1298.07,1578.1323076923074,168.1190206943604,1863.51,1308.72,13,0.07692307692307693,1,0.07692307692307693,36724.75,30911.88135542413,2009.0,13,0
1076,1190,1550.87,1579.195,227.21002400662456,1986.26,1187.36,12,0.08333333333333333,1,0.08333333333333333,38491.90909090909,24876.521872860543,11656.0,12,0
1077,1208,187.34,480.00470588235294,98.50146960310079,601.1,280.3,17,0.058823529411764705,1,0.058823529411764705,38634.75,21814.930983159218,657.0,17,0
1078,1221,742.05,899.9283333333334,211.843317178837,1250.68,589.05,12,0.08333333333333333,1,0.08333333333333333,41212.36363636364,27815.03867792647,5020.0,12,0
1079,1234,286.29,476.8300000000001,248.1078903512451,983.75,10.0,12,0.08333333333333333,4,0.5833333333333334,34580.545454545456,24735.69838255486,3525.0,12,0
1080,1249,1695.86,1779.6135714285717,59.47868456037815,1848.81,1637.29,14,0.07142857142857142,1,0.07142857142857142,51969.38461538462,28144.577540319857,2519.0,14,0
1081,1259,1362.27,1418.3211111111111,75.05853356621826,1531.88,1291.96,9,0.1111111111111111,1,0.1111111111111111,31239.375,30454.67486487091,1984.0,9,0
1082,1274,674.35,919.5378571428573,323.49925992493087,1491.8,375.25,14,0.07142857142857142,1,0.07142857142857142,55155.53846153846,23027.605225813157,24746.0,14,0
1083,1293,449.22,436.0966666666667,123.56427082101611,654.74,241.92,18,0.05555555555555555,1,0.05555555555555555,39940.882352941175,22615.413775460624,2079.0,18,0
1084,1310,798.05,823.3225,75.8530578157532,922.84,659.32,16,0.0625,1,0.0625,44026.4,28440.507831009527,75.0,16,0
1085,1320,750.46,831.4144444444445,101.42001640592345,1037.41,686.15,9,0.1111111111111111,1,0.1111111111111111,57605.75,26450.766733418415,3724.0,9,0
1086,1334,1156.26,1548.1230769230767,322.4421215346153,1992.4,855.64,13,0.07692307692307693,1,0.07692307692307693,45723.083333333336,26455.852328869874,7200.0,13,0
1087,1345,1447.53,1392.396,68.51989479138321,1474.9,1298.55,10,0.1,1,0.1,39761.666666666664,28466.144158456023,1274.0,10,0
1088,1357,1519.68,1803.7627272727273,221.66147487061926,2039.21,1383.34,11,0.09090909090909091,1,0.09090909090909091,37408.9,25645.638292570013,2897.0,11,0
1089,1368,960.07,1107.5610000000001,70.83295850096904,1230.73,1038.31,10,0.1,1,0.1,34333.88888888889,17000.647432115962,16352.0,10,0
1090,1381,461.28,493.21833333333325,58.07183949578525,571.24,384.2,12,0.08333333333333333,1,0.08333333333333333,52502.63636363636,23344.404204317263,1278.0,12,0
1091,1396,1483.67,1545.6085714285714,55.4635414355361,1616.95,1423.49,14,0.07142857142857142,1,0.07142857142857142,54569.61538461538,24258.516348348203,21455.0,14,0
1092,1414,1543.81,1626.585882352941,265.1157329134491,2036.45,1104.7,17,0.058823529411764705,1,0.058823529411764705,46025.5625,29106.012801409837,4156.0,17,0
1093,1431,1296.16,1243.506875,82.6676840301981,1367.13,1055.02,16,0.0625,1,0.0625,49344.73333333333,27001.95535371114,2184.0,16,0
1094,1448,1601.31,1590.67,59.244639701270295,1692.18,1494.54,15,0.125,1,0.0625,30033.133333333335,27193.579231309806,2002.0,16,0
1095,1468,1310.18,1132.9942105263158,174.47160132862723,1383.66,814.4,19,0.05263157894736842,1,0.05263157894736842,34579.055555555555,24975.595882833597,6922.0,19,0
1096,1478,1110.84,1135.4499999999998,236.37755101743483,1548.0,831.55,9,0.1111111111111111,1,0.1111111111111111,35941.0,22553.765944642466,5409.0,9,0
1097,1491,996.71,986.1675,111.39438023404625,1200.45,817.35,12,0.08333333333333333,1,0.08333333333333333,35349.0,28353.027930011285,124.0,12,0
1098,1507,10.0,352.9486666666667,149.61405510114858,527.92,44.68,15,0.06666666666666667,1,0.06666666666666667,57391.642857142855,27543.21786297405,2691.0,15,0
1099,1526,500.25,465.7277777777777,62.00830395581808,604.87,367.53,18,0.05555555555555555,1,0.05555555555555555,41078.882352941175,25808.009587341177,3575.0,18,0
1100,1536,502.18,298.36333333333334,126.58862962367512,419.68,27.31,9,0.1111111111111111,1,0.1111111111111111,40239.375,31189.937878092765,65.0,9,0
1101,1552,1522.86,1405.2760000000003,268.53802834714384,1811.14,1078.06,15,0.06666666666666667,1,0.06666666666666667,52825.21428571428,26543.95769337106,3507.0,15,0
1102,1567,875.97,836.175,199.04665748937438,1221.69,465.65,14,0.07142857142857142,1,0.07142857142857142,36067.230769230766,21950.454373254048,625.0,14,0
1103,1581,1114.47,1153.2415384615383,92.13682957483705,1293.75,1008.64,13,0.07692307692307693,1,0.07692307692307693,48071.333333333336,29521.416855420663,2084.0,13,0
1104,1601,2069.91,1815.2594736842104,146.74518615892896,2116.0,1501.92,18,0.10526315789473684,4,0.47368421052631576,41710.11111111111,23688.449600121923,1905.0,19,0
1105,1617,764.84,721.5713333333333,77.84062159004004,893.18,608.96,15,0.06666666666666667,1,0.06666666666666667,41391.57142857143,27393.06657845062,4357.0,15,0
1106,1628,733.63,3111.5119999999997,4954.3773328504385,16019.78,719.25,10,0.1,1,0.1,54235.77777777778,27059.303084973282,15735.0,10,1
1107,1643,1549.02,1625.4935714285714,93.13457968132771,1800.54,1484.93,14,0.07142857142857142,1,0.07142857142857142,51929.61538461538,18456.306521703547,11450.0,14,0
1108,1655,506.24,749.2036363636363,274.9665755786593,1156.76,243.58,11,0.09090909090909091,1,0.09090909090909091,40208.0,25842.04900286869,6380.0,11,0
1109,1671,579.72,466.074,319.9743135181769,1273.98,10.0,15,0.06666666666666667,4,0.5333333333333333,41952.28571428572,25442.904999924143,243.0,15,0
1110,1684,682.17,1518.8233333333337,2781.153336334777,10316.17,388.09,12,0.08333333333333333,1,0.08333333333333333,43572.181818181816,22540.99726195885,1660.0,12,1
1111,1697,482.66,699.4866666666667,217.77201612250508,1011.69,185.29,12,0.08333333333333333,1,0.08333333333333333,34027.0,26763.679194012173,7985.0,12,0
1112,1717,1739.01,1868.2552631578947,238.9626090083835,2308.05,1455.65,19,0.05263157894736842,1,0.05263157894736842,42914.27777777778,24967.01628809629,3745.0,19,0
1113,1730,1644.89,1653.5358333333331,137.27498484020597,1835.87,1437.91,12,0.08333333333333333,1,0.08333333333333333,35952.72727272727,28666.942878831396,571.0,12,0
1114,1740,1362.18,1348.377777777778,112.31122169865502,1476.07,1133.17,9,0.1111111111111111,3,0.6666666666666666,36628.75,20778.732669658726,1968.0,9,0
1115,1750,2091.56,1784.3366666666668,126.8510636534042,1999.72,1606.51,9,0.1111111111111111,2,0.3333333333333333,48797.625,20462.410694019272,10282.0,9,0
1116,1764,1516.79,1604.8176923076924,159.9131033381279,2003.88,1414.0,13,0.07692307692307693,1,0.07692307692307693,36261.166666666664,26742.14396733547,654.0,13,0
1117,1777,537.73,658.7991666666666,146.14094090409208,922.26,441.3,12,0.08333333333333333,1,0.08333333333333333,46809.09090909091,28698.7282974509,5002.0,12,0
1118,1787,1950.94,1724.4044444444444,163.9725288052172,1995.43,1484.54,9,0.1111111111111111,1,0.1111111111111111,35576.5,23217.281586906643,3890.0,9,0
1119,1798,1174.57,1286.65,141.75524595426987,1527.36,1031.38,10,0.1,1,0.1,37923.666666666664,32672.776936618047,4192.0,10,0
1120,1812,1881.2,1630.7130769230766,130.43144363896153,1851.9,1444.68,13,0.07692307692307693,1,0.07692307692307693,46134.0,24236.583070001656,14238.0,13,0
1121,1827,1974.17,1712.7457142857143,294.5183722547787,2291.26,1321.41,14,0.07142857142857142,1,0.07142857142857142,45361.0,28259.96164776827,5900.0,14,0
1122,1843,907.71,834.908,63.03868077843726,998.9,733.56,15,0.06666666666666667,4,0.4,40087.21428571428,25907.00007624483,4016.0,15,0
1123,1861,372.16,441.7988235294118,170.87872793601142,755.36,109.3,17,0.058823529411764705,1,0.058823529411764705,46821.375,27820.01606487674,2095.0,17,0
1124,1878,569.58,686.3343749999999,273.12190508925374,1083.63,245.54,16,0.0625,1,0.0625,37895.066666666666,23269.614253253923,6278.0,16,0
1125,1898,960.94,1077.9126315789476,158.21793485365916,1348.44,797.8,19,0.05263157894736842,1,0.05263157894736842,41507.166666666664,22766.219121501825,5829.0,19,0
1126,1913,1502.69,1639.2064285714284,218.8348538407319,2001.36,1214.98,14,0.07142857142857142,5,0.5,52131.92307692308,28143.115826259473,2224.0,14,0
1127,1924,1700.16,1810.484,119.78845420156318,2015.46,1640.68,10,0.1,1,0.1,36547.22222222222,24112.545924154183,5310.0,10,0
1128,1935,63.84,317.44599999999997,144.9843379434099,472.17,97.99,10,0.1,1,0.1,14367.666666666666,14250.012219293007,97.0,10,0
1129,1954,767.55,1912.352222222222,3266.7607135195517,14936.96,404.77,18,0.05555555555555555,2,0.16666666666666666,33464.05882352941,21745.63192767282,2178.0,18,1
1130,1965,1118.26,1004.2180000000001,117.8511319702389,1118.55,832.22,10,0.1,4,0.7,44272.333333333336,27101.15832395361,8477.0,10,0
1131,1978,466.18,776.7283333333334,181.84519814358254,1087.91,475.29,12,0.08333333333333333,3,0.3333333333333333,31440.363636363636,24380.050017474234,8237.0,12,0
1132,1991,523.87,481.3808333333333,56.297517700538315,579.69,388.87,12,0.08333333333333333,1,0.08333333333333333,44640.181818181816,19746.220437431475,16337.0,12,0
1133,2003,765.94,882.1245454545456,60.03455077930314,984.88,799.07,11,0.09090909090909091,1,0.09090909090909091,37137.5,27064.033641429807,1359.0,11,0
1134,2016,1687.71,1957.9008333333334,386.23204618369306,2344.06,1165.5,12,0.08333333333333333,1,0.08333333333333333,43919.454545454544,27074.813684912537,9812.0,12,0
1135,2028,893.83,887.7072727272727,108.73320799929606,1105.54,706.39,11,0.09090909090909091,1,0.09090909090909091,35775.8,26949.775059048887,1689.0,11,0
1136,2041,1335.65,1148.8433333333332,230.3257249017468,1511.72,825.32,12,0.08333333333333333,1,0.08333333333333333,37956.0,23124.241838382506,8232.0,12,0
1137,2053,1445.65,2307.667272727273,2639.620264356565,10265.04,1426.05,11,0.09090909090909091,2,0.2727272727272727,48439.4,22018.4965840591,16206.0,11,1
1138,2065,1054.09,954.4945454545455,222.91720958076056,1271.22,548.54,11,0.09090909090909091,1,0.09090909090909091,30221.2,19841.668432311275,1536.0,11,0
1139,2084,1451.97,1944.0666666666666,254.3968137517819,2518.24,1453.08,18,0.05555555555555555,4,0.6111111111111112,47993.05882352941,24817.708232909492,8993.0,18,0
1140,2100,2099.69,3125.8346666666666,4710.6671832673965,20123.58,1462.39,15,0.06666666666666667,1,0.06666666666666667,40343.5,20996.064329920355,7079.0,15,1
1141,2113,885.92,721.8008333333333,84.8672535046601,885.89,573.96,12,0.08333333333333333,1,0.08333333333333333,36962.63636363636,18200.610743998273,12933.0,12,0
1142,2123,1133.16,1177.82,215.26353720498048,1558.4,962.32,9,0.1111111111111111,1,0.1111111111111111,42484.875,25583.110167438317,9277.0,9,0
1143,2135,846.14,774.37,234.9355915990593,1238.56,501.23,11,0.09090909090909091,3,0.36363636363636365,36107.0,26600.091495247823,3203.0,11,0
1144,2145,720.32,697.0733333333333,216.3963554452801,1123.5,450.01,9,0.1111111111111111,1,0.1111111111111111,31271.5,23675.72559756994,1370.0,9,0
1145,2155,128.39,337.8655555555556,208.16061587816696,644.83,10.0,9,0.1111111111111111,1,0.1111111111111111,49685.625,27953.03325701626,9814.0,9,0
1146,2168,1459.9,1453.0983333333334,160.11081008495523,1739.52,1238.69,12,0.08333333333333333,1,0.08333333333333333,46025.63636363636,27368.29621760451,4501.0,12,0
1147,2180,1500.13,1099.141818181818,208.86600057540156,1339.6,661.37,11,0.09090909090909091,1,0.09090909090909091,48113.9,26055.108001865756,11364.0,11,0
1148,2198,342.6,274.0247058823529,208.69484433370792,629.42,19.13,17,0.058823529411764705,1,0.058823529411764705,47484.0625,25311.248523054594,4918.0,17,0
1149,2211,682.87,1418.1958333333332,2176.59066368174,8326.78,656.04,12,0.08333333333333333,5,0.9166666666666666,39184.27272727273,24686.264286403926,7705.0,12,1
1150,2225,1921.59,1866.3407692307696,133.83388294583318,2067.48,1669.71,13,0.07692307692307693,4,0.5384615384615384,48945.833333333336,22144.48925428928,11153.0,13,0
1151,2241,632.81,740.3566666666668,107.06441056449997,929.19,569.72,15,0.06666666666666667,3,0.4666666666666667,32307.5,31524.76627315297,505.0,15,0
1152,2252,789.3,580.458,163.5654814711493,823.43,368.87,10,0.1,1,0.1,43928.555555555555,24401.758461794874,5878.0,10,0
1153,2272,1196.61,1047.1663157894736,134.06434144388888,1245.56,750.13,19,0.05263157894736842,5,0.631578947368421,39396.38888888889,21832.194120930377,6728.0,19,0
1154,2287,2109.31,1992.6578571428574,223.41596913445048,2464.88,1720.14,13,0.14285714285714285,4,0.5714285714285714,44763.38461538462,28747.97141694947,1627.0,14,0
1155,2307,688.13,680.9231578947368,95.10299592503975,847.92,530.82,18,0.10526315789473684,5,0.47368421052631576,37788.555555555555,23651.669032568163,6604.0,19,0
1156,2325,1507.78,1425.4876470588235,139.02000290108484,1651.09,1159.69,17,0.058823529411764705,1,0.058823529411764705,46076.8125,27783.117550576764,1521.0,17,0
1157,2344,1513.02,1594.8883333333333,259.1500426904665,2199.57,1146.45,17,0.1111111111111111,1,0.05555555555555555,46889.35294117647,23924.994516564617,4863.0,18,0
1158,2357,514.35,739.7725,136.3063036710135,890.13,459.29,12,0.08333333333333333,1,0.08333333333333333,59071.454545454544,27984.428024755613,3603.0,12,0
1159,2374,1433.61,1578.6418749999998,69.25030774600691,1738.56,1469.63,16,0.0625,4,0.625,51994.73333333333,26171.445146698847,3048.0,16,0
1160,2392,975.82,921.1911764705883,178.89251622421048,1260.59,635.66,17,0.058823529411764705,1,0.058823529411764705,47906.25,26631.58896623832,185.0,17,0
1161,2404,1321.6,1390.260909090909,59.63988605866803,1514.0,1324.89,11,0.09090909090909091,1,0.09090909090909091,56087.6,22386.659689298096,16653.0,11,0
1162,2423,1580.64,1333.2494444444444,128.0361986715532,1528.55,1048.28,18,0.05555555555555555,1,0.05555555555555555,28380.235294117647,25232.70688890069,78.0,18,0
1163,2437,1081.07,1174.5907692307692,142.2074779129388,1412.64,864.39,13,0.07692307692307693,1,0.07692307692307693,56121.416666666664,23298.61996872282,8354.0,13,0
1164,2454,497.73,464.916875,99.12623687122395,700.01,338.79,16,0.0625,1,0.0625,46517.86666666667,26830.369365080805,586.0,16,0
1165,2465,2122.29,1896.339,324.41254056627747,2410.97,1399.26,10,0.1,2,0.5,42322.0,28980.38158824,1298.0,10,0
1166,2476,931.14,824.7179999999998,86.19549934112955,972.67,683.43,10,0.1,3,0.4,30160.666666666668,22795.045585609165,1007.0,10,0
1167,2495,536.48,609.2083333333334,92.10021736258442,834.12,488.11,18,0.05555555555555555,1,0.05555555555555555,46209.58823529412,30022.562163851922,128.0,18,0
1168,2511,303.13,355.6700000000001,92.9338860234983,543.53,202.29,15,0.06666666666666667,5,0.6,42104.0,26668.052837690386,985.0,15,0
1169,2526,1309.19,1300.5207142857143,230.36535181062962,1684.34,945.54,14,0.07142857142857142,1,0.07142857142857142,33154.0,24484.84229409425,2311.0,14,0
1170,2543,1704.58,1439.059375,159.1038063432697,1745.1,1104.02,16,0.0625,1,0.0625,36727.73333333333,25123.039430162982,9472.0,16,0
1171,2556,327.33,667.395,1267.577057299046,4665.69,93.63,12,0.08333333333333333,1,0.08333333333333333,42268.545454545456,24159.989918721556,12078.0,12,1
1172,2576,1206.0,1159.4905263157896,41.09673269977177,1242.62,1092.61,19,0.05263157894736842,1,0.05263157894736842,51808.444444444445,25638.829805411355,4378.0,19,0
