transaction_id,user_id,transaction_amount,merchant_id,device_id,transaction_time,location,is_fraud,fraud_score
46,1002,1326.4,846,6100,2023-01-04 19:08:30,Bangalore,0,0.13304543699085722
47,1002,1901.35,998,5010,2023-01-05 03:03:05,Bangalore,0,0.08703840369456287
48,1002,1930.57,634,6613,2023-01-05 18:54:08,Bangalore,0,0.15754083402076233
49,1002,716.39,890,6948,2023-01-05 20:30:03,Bangalore,0,0.11059580849286506
50,1002,1796.4,983,5854,2023-01-05 21:10:29,Bangalore,0,0.05295747358512732
51,1002,1559.06,568,5060,2023-01-06 12:52:09,Bangalore,0,0.011468601320934534
52,1002,1783.7,216,6605,2023-01-07 02:40:37,Bangalore,0,0.12802933286747012
53,1002,2108.12,468,6408,2023-01-07 07:39:18,Bangalore,0,0.12603823366869835
54,1002,1396.9,549,5864,2023-01-07 16:19:04,Bangalore,0,0.08807309833509015
55,1003,1312.78,241,5595,2023-01-01 18:25:26,Hyderabad,0,0.12038648885284584
56,1003,1439.93,959,5195,2023-01-01 18:54:47,Hyderabad,0,0.03973566335446964
57,1003,1210.12,976,5530,2023-01-02 07:14:55,Hyderabad,0,0.10623464652840522
58,1003,1225.81,663,5748,2023-01-02 12:27:12,Hyderabad,0,0.07308651708983444
59,1003,1223.26,463,6759,2023-01-03 11:07:28,Hyderabad,0,0.2542472042671647
60,1003,13406.91,371,6729,2023-01-03 23:45:20,Hyderabad,1,0.9489446796255705
61,1003,1320.31,894,6161,2023-01-04 15:54:37,Hyderabad,0,0.006889272716561567
62,1003,1387.95,830,6191,2023-01-04 23:30:15,Hyderabad,0,0.2885915770798686
63,1003,1273.84,245,6597,2023-01-05 00:49:29,Hyderabad,0,0.08005231021148891
64,1003,1375.73,252,6934,2023-01-05 18:45:00,Hyderabad,0,0.23591228708034823
65,1003,24103.62,905,5486,2023-01-06 04:02:27,Hyderabad,1,0.7256899051190863
66,1003,1039.15,674,5208,2023-01-06 04:44:27,Hyderabad,0,0.14615054701778848
67,1004,680.93,631,5289,2023-01-01 04:55:35,Chennai,0,0.11425781037395188
68,1004,620.36,552,6278,2023-01-01 12:09:31,Chennai,0,0.052406733748838315
69,1004,658.42,904,6250,2023-01-02 06:10:45,Chennai,0,0.06859351117878885
70,1004,642.99,576,6412,2023-01-02 21:01:10,Chennai,0,0.25811195303307055
71,1004,629.9,323,5639,2023-01-03 09:09:55,Chennai,0,0.018131459373638636
72,1004,407.19,863,6417,2023-01-03 23:30:14,Chennai,0,0.053968686491707385
73,1004,519.25,349,6274,2023-01-04 23:26:49,Chennai,0,0.056946861597990645
74,1004,646.29,298,6374,2023-01-05 12:18:35,Chennai,0,0.025826690682793883
75,1004,516.31,564,5400,2023-01-06 02:59:35,Chennai,0,0.2216439808310877
76,1004,479.77,820,6656,2023-01-06 20:52:30,Chennai,0,0.01888476007685177
77,1004,861.08,823,5962,2023-01-07 18:28:52,Chennai,0,0.24043595423439312
78,1004,770.49,499,5061,2023-01-07 22:44:42,Chennai,0,0.26359778957566404
79,1004,811.56,359,6964,2023-01-08 06:25:26,Chennai,0,0.09491077971259572
80,1004,514.93,337,6290,2023-01-08 07:57:53,Chennai,0,0.06851179421074909
81,1004,581.71,267,6040,2023-01-08 15:58:57,Chennai,0,0.10314101421901241
82,1005,580.79,373,5649,2023-01-01 00:41:59,Bangalore,0,0.08950032014270444
83,1005,260.49,226,6308,2023-01-01 17:36:36,Bangalore,0,0.15711518230097077
84,1005,842.14,961,5201,2023-01-01 18:26:17,Bangalore,0,0.15430060749417931
85,1005,4948.62,806,5898,2023-01-02 13:04:02,Bangalore,1,0.8021023577241034
86,1005,585.65,435,5769,2023-01-03 09:12:49,Bangalore,0,0.10724809556930363
87,1005,551.42,758,6705,2023-01-03 09:18:09,Bangalore,0,0.16637776066214346
88,1005,553.01,361,6147,2023-01-04 03:00:37,Bangalore,0,0.04412978160389227
89,1005,518.29,899,6296,2023-01-04 09:41:53,Bangalore,0,0.18961987025265176
90,1005,687.25,264,6351,2023-01-05 06:17:45,Bangalore,0,0.22374494712478002
91,1005,730.26,261,5539,2023-01-06 05:46:23,Bangalore,0,0.029872024067631075
92,1005,458.79,202,6043,2023-01-07 02:45:24,Bangalore,0,0.049493829941359035
93,1005,470.34,233,5951,2023-01-07 15:28:08,Bangalore,0,0.2955143621585209
94,1005,466.21,724,5626,2023-01-08 01:42:04,Bangalore,0,0.11274042365104531
95,1006,379.97,891,6982,2023-01-01 09:15:49,Chennai,0,0.23392443204937693
96,1006,604.91,333,6661,2023-01-02 02:24:56,Chennai,0,0.2545373338414767
97,1006,412.34,550,5585,2023-01-02 16:07:30,Chennai,0,0.16289958646408742
98,1006,433.76,823,6421,2023-01-02 20:53:31,Chennai,0,0.06272719677703963
99,1006,399.09,285,6405,2023-01-03 03:57:13,Chennai,0,0.010129521531498297
100,1006,266.75,524,5949,2023-01-03 10:21:49,Chennai,0,0.2139005293738158
101,1006,128.43,367,6314,2023-01-04 02:25:40,Chennai,0,0.1651370216687912
102,1006,542.21,395,5354,2023-01-04 18:31:28,Chennai,0,0.015148362685266136
103,1006,367.15,979,5938,2023-01-05 13:19:02,Chennai,0,0.22995914065371487
104,1006,608.56,930,5395,2023-01-05 13:50:34,Chennai,0,0.11449291603382827
105,1006,436.86,375,6686,2023-01-06 00:17:44,Chennai,0,0.285339095405932
106,1006,339.3,623,5618,2023-01-06 06:49:18,Chennai,0,0.05985756821473354
107,1006,361.34,212,5881,2023-01-06 20:01:03,Chennai,0,0.18034546223635461
108,1006,235.39,611,6237,2023-01-07 09:32:24,Chennai,0,0.22088785288235843
109,1006,10.0,725,6812,2023-01-07 18:21:48,Chennai,0,0.039637137847063277
110,1006,294.5,835,6851,2023-01-07 19:04:54,Chennai,0,0.08007854849139133
111,1006,499.65,411,6113,2023-01-07 23:31:03,Chennai,0,0.05790902185578206
112,1006,305.55,559,6752,2023-01-08 07:20:56,Chennai,0,0.17734825534006307
113,1007,2021.96,327,5975,2023-01-01 07:02:38,Delhi,0,0.0036408143008866186
114,1007,2123.23,524,6668,2023-01-02 03:57:55,Delhi,0,0.12246825980402025
115,1007,1827.18,215,5382,2023-01-02 17:52:12,Delhi,0,0.16879552610550455
116,1007,1297.2,331,6640,2023-01-02 18:26:51,Delhi,0,0.22655435375539895
117,1007,1780.63,951,5356,2023-01-03 12:23:50,Delhi,0,0.028363035179611817
118,1007,2011.38,612,5035,2023-01-04 06:27:43,Delhi,0,0.13695081983703222
119,1007,2320.33,948,5113,2023-01-04 21:56:55,Delhi,0,0.21300486392871681
120,1007,1631.12,476,5465,2023-01-05 12:01:54,Delhi,0,0.12856517001279694
121,1007,1706.23,348,6182,2023-01-05 20:52:24,Delhi,0,0.0552802821984693
122,1007,1659.21,300,5247,2023-01-06 12:50:43,Delhi,0,0.060772760090778
123,1007,2027.41,818,5262,2023-01-06 17:52:30,Delhi,0,0.09284964422497319
124,1007,1768.17,594,6631,2023-01-07 09:23:38,Delhi,0,0.09116741397455856
125,1007,1548.96,536,5951,2023-01-07 15:30:24,Delhi,0,0.12473414311443098
126,1007,1803.38,857,5819,2023-01-07 23:13:42,Delhi,0,0.26317076743673556
127,1007,1481.47,317,6242,2023-01-08 10:47:14,Delhi,0,0.12399052107332278
128,1007,2247.07,462,5114,2023-01-08 14:40:59,Delhi,0,0.2339313921784578
129,1007,1487.95,754,6440,2023-01-09 08:41:55,Delhi,0,0.05873417784940279
130,1007,1403.56,420,6764,2023-01-10 05:09:02,Delhi,0,0.2649842257467303
131,1007,2179.64,843,5426,2023-01-10 08:10:09,Delhi,0,0.2081261889013336
132,1007,1960.63,336,5600,2023-01-10 14:28:47,Delhi,0,0.21011981177090042
133,1008,1384.39,380,5056,2023-01-01 11:07:26,Kolkata,0,0.011690767363570597
134,1008,1339.04,815,5217,2023-01-02 07:35:04,Kolkata,0,0.19959309516359083
135,1008,1391.36,898,5840,2023-01-02 22:51:37,Kolkata,0,0.0072415664169992785
136,1008,1252.76,922,5944,2023-01-03 20:30:05,Kolkata,0,0.15175583734330397
137,1008,1280.79,633,6490,2023-01-04 20:05:11,Kolkata,0,0.10857082884316067
138,1008,1263.43,305,5564,2023-01-05 04:05:38,Kolkata,0,0.08789960159065563
139,1008,1385.16,403,5103,2023-01-06 01:08:44,Kolkata,0,0.17013623777818662
140,1008,1345.03,309,6066,2023-01-06 19:55:30,Kolkata,0,0.18835640949960333
141,1008,1366.46,910,6856,2023-01-07 09:36:52,Kolkata,0,0.2996549240274844
142,1008,1208.11,535,6735,2023-01-08 01:34:42,Kolkata,0,0.014093551371742296
143,1008,1285.38,812,6789,2023-01-08 04:03:50,Kolkata,0,0.023854966369158858
144,1008,1308.22,558,6237,2023-01-08 10:52:44,Kolkata,0,0.008028838306272367
145,1008,11991.89,625,7432,2023-01-09 07:54:59,Mumbai,1,0.7368754139830408
146,1008,1249.9,508,6149,2023-01-09 22:06:29,Kolkata,0,0.006617374138240239
147,1008,1352.5,760,6904,2023-01-10 12:37:30,Kolkata,0,0.1300671201670812
148,1008,1260.57,676,6583,2023-01-10 18:58:26,Kolkata,0,0.26297888313132917
149,1008,1335.24,332,5812,2023-01-11 11:51:33,Kolkata,0,0.29708606118591174
150,1008,1208.1,743,5894,2023-01-12 01:19:45,Kolkata,0,0.25409992321464486
151,1008,1386.68,588,6299,2023-01-12 15:46:06,Kolkata,0,0.11440407118222067
152,1008,1458.32,256,6450,2023-01-12 17:41:06,Kolkata,0,0.1384143704597038
153,1009,1591.52,573,5763,2023-01-01 10:51:23,Chennai,0,0.045601474901873336
154,1009,22182.31,478,5943,2023-01-02 05:01:46,Kolkata,1,0.84197529608732
155,1009,1550.52,452,6143,2023-01-03 01:18:55,Hyderabad,0,0.2573802208944151
156,1009,1539.07,488,6616,2023-01-03 09:09:45,Chennai,0,0.005359676419242354
157,1009,1394.86,331,5857,2023-01-04 02:48:37,Chennai,0,0.2982458883519078
158,1009,1843.93,524,5003,2023-01-04 14:33:17,Chennai,0,0.09544966963123473
159,1009,1833.52,429,6526,2023-01-04 16:35:31,Chennai,0,0.1317958931409911
160,1009,1443.0,264,6586,2023-01-05 02:05:20,Chennai,0,0.061553154630573946
161,1009,1445.66,362,6996,2023-01-05 19:17:37,Chennai,0,0.033963039447387364
162,1009,1395.87,495,5015,2023-01-06 05:07:23,Chennai,0,0.17752331332800309
163,1010,356.08,652,6789,2023-01-01 20:43:14,Mumbai,0,0.23283235940791736
164,1010,313.99,494,5618,2023-01-02 00:28:03,Mumbai,0,0.09222231395344259
165,1010,435.78,211,5751,2023-01-02 19:35:59,Mumbai,0,0.264063633748393
166,1010,342.11,718,6317,2023-01-03 09:08:43,Mumbai,0,0.22974557623519692
167,1010,344.33,247,6100,2023-01-03 15:03:49,Mumbai,0,0.014292940180453994
168,1010,263.78,408,6744,2023-01-04 12:34:44,Mumbai,0,0.17689136154733284
169,1010,348.92,827,6469,2023-01-05 02:40:09,Mumbai,0,0.11099872797775456
170,1010,439.24,558,5558,2023-01-05 06:39:54,Mumbai,0,0.2386032039737532
171,1010,392.09,201,5155,2023-01-06 00:07:54,Mumbai,0,0.0510694669888754
172,1010,329.25,257,5801,2023-01-06 03:20:51,Mumbai,0,0.15420120952319274
173,1010,293.0,570,6312,2023-01-07 01:08:44,Mumbai,0,0.17996715649006675
174,1010,293.26,778,5303,2023-01-07 20:33:56,Mumbai,0,0.2892318967846247
175,1010,259.92,453,6707,2023-01-07 20:55:10,Mumbai,0,0.24511994549021598
176,1010,258.92,285,6398,2023-01-08 09:00:51,Mumbai,0,0.11689376584320725
177,1011,1967.98,345,5474,2023-01-01 15:38:21,Kolkata,0,0.01730523308237719
178,1011,1911.14,716,6089,2023-01-01 23:21:41,Kolkata,0,0.23864621252094617
179,1011,1952.57,540,6457,2023-01-02 09:42:18,Kolkata,0,0.12462977268719658
180,1011,1831.55,358,6543,2023-01-02 17:28:33,Kolkata,0,0.021757932699005143
181,1011,1848.67,609,5800,2023-01-02 22:27:34,Kolkata,0,0.17558949535916243
182,1011,1873.06,898,6216,2023-01-03 03:57:20,Kolkata,0,0.13529493687921426
183,1011,1939.64,561,6685,2023-01-03 17:05:49,Kolkata,0,0.11138735660614511
184,1011,1914.36,209,6309,2023-01-03 17:53:15,Kolkata,0,0.05811976990809966
185,1011,1972.68,370,5808,2023-01-04 00:42:59,Kolkata,0,0.1318417227621503
186,1011,1835.84,771,6525,2023-01-04 15:48:20,Kolkata,0,0.29000652218767853
187,1011,1995.25,879,5577,2023-01-05 02:26:55,Kolkata,0,0.28028795124425
188,1011,2026.43,436,5869,2023-01-05 10:03:45,Kolkata,0,0.15264287857147635
189,1011,1807.48,818,5375,2023-01-05 14:14:33,Kolkata,0,0.2908655313665224
190,1011,1946.83,991,5195,2023-01-06 09:16:49,Kolkata,0,0.22831838699929932
191,1011,1801.87,762,5846,2023-01-06 17:59:12,Kolkata,0,0.24652733320701292
192,1011,1938.71,207,6017,2023-01-07 01:13:00,Kolkata,0,0.08845232906754225
193,1011,1873.07,392,6050,2023-01-07 21:41:13,Kolkata,0,0.19322082354984585
194,1012,1109.92,832,6817,2023-01-01 19:34:43,Mumbai,0,0.04137333255684332
195,1012,1506.17,320,6711,2023-01-02 10:56:51,Mumbai,0,0.12896513648677133
196,1012,1686.94,986,5162,2023-01-03 09:24:12,Mumbai,0,0.23633495106930902
197,1012,24325.29,798,7258,2023-01-04 01:28:33,Kolkata,1,0.9071132778074195
198,1012,2001.39,377,6449,2023-01-04 11:08:15,Mumbai,0,0.08731997378100213
199,1012,1153.46,973,5683,2023-01-04 16:02:36,Mumbai,0,0.12922284073599064
200,1012,1718.45,234,6911,2023-01-05 15:12:08,Mumbai,0,0.22993730966629167
201,1012,1810.57,591,6376,2023-01-05 23:39:31,Mumbai,0,0.14286645561363073
202,1012,1171.57,479,5116,2023-01-06 06:25:12,Mumbai,0,0.26793115510473525
203,1012,1674.63,235,6096,2023-01-06 15:23:42,Mumbai,0,0.1941891896348359
204,1012,1791.17,696,6751,2023-01-06 21:43:35,Mumbai,0,0.1252189529785976
205,1012,2158.69,804,6493,2023-01-07 06:41:25,Mumbai,0,0.08251710154261163
206,1012,1220.53,532,5594,2023-01-07 08:03:54,Mumbai,0,0.21991855497355742
207,1012,1413.96,613,5619,2023-01-07 18:37:32,Mumbai,0,0.17750862011248666
208,1012,1652.26,990,6630,2023-01-08 17:29:28,Mumbai,0,0.09733631104935542
209,1013,460.3,440,6625,2023-01-01 00:21:18,Delhi,0,0.15963445842619975
210,1013,574.47,609,5724,2023-01-01 19:42:52,Bangalore,0,0.20514514817377769
211,1013,574.92,616,5494,2023-01-02 06:21:50,Bangalore,0,0.001050703685158294
212,1013,666.11,341,6418,2023-01-02 08:23:43,Bangalore,0,0.02472096499508941
213,1013,563.39,839,6765,2023-01-03 07:54:26,Delhi,0,0.22960756419585188
214,1013,660.97,506,6029,2023-01-03 20:01:21,Bangalore,0,0.13664775975691726
215,1013,764.6,972,5049,2023-01-04 11:57:08,Mumbai,0,0.03961592651681171
216,1013,706.64,737,6623,2023-01-04 21:17:09,Bangalore,0,0.07758852061750438
217,1013,516.23,940,6471,2023-01-05 07:30:30,Bangalore,0,0.25107812565371235
218,1013,634.47,684,6706,2023-01-06 00:40:58,Bangalore,0,0.07054872747380947
219,1013,565.02,533,5181,2023-01-06 01:58:44,Bangalore,0,0.2605972873813662
220,1013,736.24,364,5331,2023-01-06 21:41:21,Bangalore,0,0.14475242791517795
221,1013,794.63,456,5457,2023-01-07 05:31:57,Chennai,0,0.21727150645403956
222,1014,600.35,400,5948,2023-01-01 11:07:34,Kolkata,0,0.2972911353350826
223,1014,563.81,679,6718,2023-01-01 17:05:09,Kolkata,0,0.2811200563822643
224,1014,670.12,697,5583,2023-01-01 22:23:45,Kolkata,0,0.10937267479780256
225,1014,6319.58,526,6170,2023-01-02 05:40:02,Kolkata,1,0.8475146648615826
226,1014,382.84,956,5635,2023-01-02 22:08:40,Kolkata,0,0.16757133552804573
227,1014,495.29,304,5049,2023-01-03 02:32:39,Kolkata,0,0.23111771067569428
228,1014,10449.75,999,5967,2023-01-03 05:20:03,Kolkata,1,0.7242401705374906
229,1014,518.82,741,6288,2023-01-03 06:29:19,Kolkata,0,0.29791911689814443
230,1014,625.63,262,6284,2023-01-04 03:55:39,Kolkata,0,0.047188420501319585
231,1014,545.64,416,6485,2023-01-04 13:06:02,Kolkata,0,0.02737630900290632
232,1014,557.53,846,5994,2023-01-04 14:00:34,Kolkata,0,0.0793651076062834
233,1014,425.7,921,6165,2023-01-05 03:01:49,Kolkata,0,0.09403364995461874
234,1014,625.03,364,5105,2023-01-06 00:43:27,Kolkata,0,0.12703493989957734
235,1014,609.38,427,5873,2023-01-06 10:58:07,Kolkata,0,0.19082151374869774
236,1014,531.14,602,5271,2023-01-06 17:42:47,Kolkata,0,0.2814665467146645
237,1014,1084.96,951,6039,2023-01-07 04:47:16,Kolkata,0,0.2782827938017869
238,1014,293.42,483,6126,2023-01-07 07:49:13,Kolkata,0,0.060675358039670856
239,1014,502.35,231,5319,2023-01-07 17:31:19,Kolkata,0,0.2295643951548308
240,1015,793.86,700,6641,2023-01-01 01:01:46,Chennai,0,0.14710172995652337
241,1015,6286.51,894,7853,2023-01-01 01:32:24,Delhi,1,0.9313132965578619
242,1015,566.53,270,5651,2023-01-01 01:34:09,Chennai,0,0.15197002043710978
243,1015,485.97,838,5455,2023-01-01 16:03:05,Chennai,0,0.13287513097581588
244,1015,606.23,704,5868,2023-01-01 21:28:20,Chennai,0,0.24101667185816256
245,1015,704.5,236,5488,2023-01-02 08:44:04,Chennai,0,0.10510720824715751
246,1015,758.8,596,6356,2023-01-03 02:59:06,Chennai,0,0.2828048319724581
247,1015,348.63,905,5287,2023-01-03 04:33:06,Chennai,0,0.01634505996330572
248,1015,630.51,658,5731,2023-01-04 04:30:19,Chennai,0,0.17859039662974138
249,1015,310.36,890,5324,2023-01-04 16:30:27,Chennai,0,0.14940833099895476
250,1015,759.09,262,5883,2023-01-05 08:19:26,Chennai,0,0.07941535576183613
251,1015,543.24,610,5785,2023-01-05 13:32:21,Chennai,0,0.008711019096159166
252,1015,647.58,983,6715,2023-01-06 10:35:06,Chennai,0,0.15510549596410622
253,1016,809.16,787,6330,2023-01-01 05:12:16,Kolkata,0,0.27031181484435146
254,1016,4878.36,961,7463,2023-01-02 03:04:09,Delhi,1,0.885768726903176
255,1016,6575.58,277,5993,2023-01-02 10:42:53,Kolkata,1,0.714412145005724
256,1016,1117.38,879,6136,2023-01-03 05:51:33,Kolkata,0,0.021909734927211266
257,1016,877.08,822,5353,2023-01-03 12:34:24,Kolkata,0,0.21902134859518693
258,1016,615.71,360,6643,2023-01-04 05:42:04,Kolkata,0,0.24072444199654555
259,1016,993.86,756,5472,2023-01-04 08:00:55,Kolkata,0,0.06643444715483553
260,1016,747.11,789,5556,2023-01-05 04:53:23,Kolkata,0,0.15690619678228693
261,1016,671.48,995,5033,2023-01-05 14:31:12,Kolkata,0,0.13148083075605882
262,1016,788.24,293,6134,2023-01-06 08:00:05,Kolkata,0,0.20668198702440985
263,1016,974.73,923,5375,2023-01-07 06:04:59,Kolkata,0,0.25064107771744326
264,1016,739.6,496,5444,2023-01-08 05:13:30,Kolkata,0,0.03624079504719439
265,1016,908.91,265,6865,2023-01-08 07:44:13,Kolkata,0,0.15576110140878138
266,1016,914.59,828,6947,2023-01-09 05:19:54,Kolkata,0,0.18526968086628798
267,1016,737.56,913,5074,2023-01-09 11:52:00,Kolkata,0,0.0018542512499032048
268,1016,871.82,430,5014,2023-01-09 12:54:28,Kolkata,0,0.24228085358068907
269,1016,808.51,998,6780,2023-01-10 01:41:18,Kolkata,0,0.1306254275236325
270,1016,630.81,991,6987,2023-01-10 04:22:56,Kolkata,0,0.15941169645565595
271,1016,557.99,758,6517,2023-01-10 05:53:31,Kolkata,0,0.01581601421858477
272,1017,1365.21,618,5120,2023-01-01 12:32:37,Bangalore,0,0.06419440489045382
273,1017,1317.05,684,5824,2023-01-01 15:10:21,Bangalore,0,0.0884063883594821
274,1017,980.43,747,6206,2023-01-01 22:52:45,Bangalore,0,0.16071403610666293
275,1017,1304.93,755,6106,2023-01-02 16:24:28,Bangalore,0,0.09192427008588408
276,1017,1145.1,221,6610,2023-01-03 05:04:08,Bangalore,0,0.1594230970610752
277,1017,1203.12,319,5394,2023-01-03 22:09:45,Bangalore,0,0.1073303239883805
278,1017,616.91,805,6133,2023-01-04 14:13:02,Bangalore,0,0.03586240739153507
279,1017,1274.78,952,5405,2023-01-05 06:59:16,Bangalore,0,0.2655015040556239
280,1017,1403.14,967,6644,2023-01-05 11:32:48,Bangalore,0,0.23119308272959915
281,1017,1012.02,485,6747,2023-01-05 16:02:16,Bangalore,0,0.1881143766803553
282,1017,913.71,280,5188,2023-01-05 23:15:16,Bangalore,0,0.16153392523437796
283,1017,1613.14,501,6722,2023-01-06 19:48:23,Bangalore,0,0.0611949311453574
284,1017,1284.77,931,6062,2023-01-07 14:06:45,Bangalore,0,0.23311431876480654
285,1017,1144.07,940,5644,2023-01-07 23:18:28,Bangalore,0,0.22490939725837283
286,1017,1566.08,577,6313,2023-01-08 16:34:05,Bangalore,0,0.05497135261846464
287,1017,649.84,857,6880,2023-01-08 22:19:27,Bangalore,0,0.17508343583212296
288,1018,1050.28,918,6242,2023-01-01 11:09:28,Hyderabad,0,0.012203778953851096
289,1018,1096.47,702,5577,2023-01-01 14:03:34,Hyderabad,0,0.09537629200934233
290,1018,1078.98,509,5889,2023-01-02 10:07:51,Hyderabad,0,0.24358205026594326
291,1018,1019.31,424,5642,2023-01-02 22:44:04,Hyderabad,0,0.09781152438354818
292,1018,957.24,223,5408,2023-01-03 15:53:34,Hyderabad,0,0.10168070810162899
293,1018,1019.03,473,6104,2023-01-04 09:37:17,Hyderabad,0,0.2670203616437649
294,1018,1031.65,407,5464,2023-01-05 08:07:11,Hyderabad,0,0.09072653341965092
295,1018,1091.44,379,5877,2023-01-05 22:06:03,Hyderabad,0,0.0432817168957876
296,1018,1013.23,984,5446,2023-01-06 10:29:11,Hyderabad,0,0.2795712431578454
297,1018,1044.48,901,6336,2023-01-06 20:33:12,Hyderabad,0,0.15445900670741125
298,1018,1036.79,304,5022,2023-01-07 18:39:34,Hyderabad,0,0.18511834159443952
299,1018,9444.17,421,6682,2023-01-08 14:49:28,Hyderabad,1,0.9143219118877186
300,1018,993.66,440,5806,2023-01-09 06:53:45,Hyderabad,0,0.1770871463955157
301,1018,986.0,383,5721,2023-01-09 23:14:37,Hyderabad,0,0.07620924780272587
302,1018,1142.45,683,5040,2023-01-10 05:35:24,Hyderabad,0,0.0558639982153609
303,1018,1063.07,718,6694,2023-01-10 23:11:32,Hyderabad,0,0.012304926155601014
304,1018,1087.02,908,6206,2023-01-11 09:46:51,Hyderabad,0,0.109004797328743
305,1019,941.51,319,5538,2023-01-01 13:27:48,Mumbai,0,0.22463217069302915
306,1019,939.39,729,6300,2023-01-01 16:24:22,Mumbai,0,0.26733993110671894
307,1019,770.57,227,5071,2023-01-01 18:49:42,Mumbai,0,0.22710339098294882
308,1019,14317.18,746,5885,2023-01-01 21:30:58,Mumbai,1,0.9985128208187632
309,1019,1253.11,794,6675,2023-01-02 02:14:21,Mumbai,0,0.2477521000284852
310,1019,1006.25,376,6783,2023-01-02 06:49:43,Mumbai,0,0.16543951574896065
311,1019,117.34,967,5449,2023-01-02 22:11:23,Mumbai,0,0.2213232860255001
312,1019,765.51,293,5197,2023-01-03 04:22:45,Mumbai,0,0.05071944530057928
313,1019,1205.03,303,5586,2023-01-04 03:39:34,Mumbai,0,0.23967865667544208
